selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage,max_power,engine,torque,años_antig
380000,50000,Petrol,Individual,Automatic,First Owner,5.0,16.9,82.0,1197,114.0,5
900000,20000,Petrol,Individual,Manual,First Owner,5.0,17.0,121.3,1591,151.0,3
295000,35000,Petrol,Individual,Manual,First Owner,5.0,24.7,47.3,796,69.0,3
640000,40000,Diesel,Individual,Manual,First Owner,5.0,28.09,88.5,1248,200.0,4
790000,60000,Diesel,Individual,Manual,First Owner,5.0,21.5,108.5,1497,260.0,2
625000,20000,Petrol,Individual,Manual,First Owner,5.0,17.01,121.4,1591,154.9,5
604000,30000,Petrol,Individual,Manual,Second Owner,5.0,17.0,121.36,1497,150.0,3
315000,29000,Petrol,Individual,Manual,First Owner,5.0,23.95,67.05,998,90.0,5
950000,17000,Diesel,Individual,Manual,First Owner,5.0,20.0,115.0,1497,300.0,1
400000,50000,Petrol,Individual,Manual,First Owner,5.0,20.51,67.04,998,90.0,3
700000,42000,Petrol,Individual,Automatic,First Owner,5.0,18.6,98.63,1368,132.3,2
260000,110000,Diesel,Individual,Manual,First Owner,5.0,21.03,65.0,1461,160.0,8
200000,90000,Diesel,Individual,Manual,First Owner,5.0,23.57,70.0,1396,140.0,8
580000,70000,Petrol,Individual,Manual,First Owner,5.0,23.26,88.5,1197,113.0,0
330000,66000,Diesel,Individual,Manual,Second Owner,5.0,20.5,105.0,1598,250.0,9
400000,70000,Diesel,Individual,Manual,Third Owner,5.0,16.2,110.0,1493,235.3596,9
250000,50000,Diesel,Individual,Manual,Second Owner,5.0,21.03,65.0,1461,160.0,6
725000,25000,Petrol,Individual,Manual,First Owner,5.0,15.41,103.2,1598,153.0,1
300000,70000,Diesel,Individual,Manual,First Owner,5.0,23.4,74.0,1248,190.0,7
120000,40000,Petrol,Individual,Manual,Second Owner,4.0,16.1,37.0,796,59.0,14
400000,45000,Diesel,Individual,Manual,First Owner,5.0,19.1,70.0,1405,135.4,6
140000,90000,Diesel,Individual,Manual,Third Owner,5.0,16.1,70.0,1405,132.389775,15
110000,83000,Petrol,Individual,Manual,Second Owner,5.0,13.8,70.0,1299,104.93115499999999,17
550000,106000,Diesel,Individual,Automatic,Second Owner,5.0,16.96,138.1,1968,320.0,9
150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,15.26,74.9,1150,110.0,12
265000,40000,Petrol,Individual,Manual,Second Owner,8.0,16.8,34.2,796,59.0,3
300000,138000,Petrol,Individual,Manual,Third Owner,5.0,17.0,80.0,1197,111.79581,9
280000,80000,Petrol,Individual,Manual,First Owner,5.0,22.74,47.3,796,69.0,5
130000,50000,Petrol,Individual,Manual,Second Owner,5.0,15.3,83.0,1341,115.0,15
350000,50000,Petrol,Individual,Manual,First Owner,5.0,18.2,82.4,1199,108.5,5
200000,120000,Petrol,Individual,Manual,First Owner,5.0,18.5,85.8,1197,114.0,11
550000,24400,Petrol,Individual,Manual,First Owner,5.0,22.0,81.8,1197,113.0,2
170000,120000,Petrol,Individual,Manual,Second Owner,5.0,18.5,85.8,1197,114.0,10
600000,60000,Diesel,Individual,Manual,Second Owner,5.0,24.8,88.7,1396,219.7,5
130000,100000,Petrol,Individual,Manual,Second Owner,5.0,19.7,46.3,796,62.0,9
100000,120000,Petrol,Individual,Manual,Second Owner,4.0,16.1,37.0,796,59.0,9
310000,27500,Petrol,Individual,Manual,First Owner,5.0,25.17,53.3,799,72.0,4
35000,10000,Petrol,Individual,Manual,First Owner,4.0,16.1,37.0,796,59.0,13
200000,120000,Petrol,Individual,Manual,Third Owner,5.0,18.5,80.0,1197,111.79581,10
650000,80000,Diesel,Individual,Manual,First Owner,5.0,22.54,88.73,1396,219.7,5
210000,120000,Petrol,Individual,Manual,First Owner,5.0,15.64,64.1,1193,100.0,7
509999,90000,Diesel,Individual,Manual,First Owner,5.0,24.4,71.01,1120,180.4,5
229999,70000,Diesel,Individual,Manual,First Owner,5.0,20.0,68.1,1399,160.0,7
130000,67840,Petrol,Individual,Manual,First Owner,5.0,18.0,62.0,995,90.3,9
95000,30000,Petrol,Individual,Manual,First Owner,4.0,25.4,37.48,624,51.0,7
225000,35000,Petrol,Individual,Manual,Second Owner,5.0,22.74,47.3,796,69.0,4
775000,100000,Diesel,Individual,Manual,First Owner,5.0,24.3,88.5,1248,200.0,3
420000,30000,Petrol,Individual,Manual,First Owner,5.0,20.51,67.04,998,90.0,3
480000,70000,Petrol,Individual,Manual,First Owner,5.0,18.9,82.0,1197,114.0,4
600000,15000,Petrol,Individual,Manual,First Owner,5.0,16.2,74.0,1199,110.0,2
140000,140000,Diesel,Individual,Manual,Second Owner,5.0,13.8,68.0,1399,160.0,11
130000,120000,Petrol,Individual,Manual,Third Owner,8.0,19.7,35.0,796,59.820564999999995,10
195000,112880,Diesel,Dealer,Manual,First Owner,5.0,25.2,74.0,1248,190.0,13
210000,135000,Diesel,Dealer,Manual,Second Owner,5.0,19.4,70.0,1405,135.4,7
130000,80000,Petrol,Individual,Manual,Third Owner,5.0,18.9,67.1,998,90.0,14
141000,128000,Petrol,Individual,Manual,Third Owner,5.0,18.6,79.4,1199,108.0,8
350000,30000,Petrol,Individual,Automatic,First Owner,5.0,12.6,103.2,1586,145.0,10
575000,70000,Petrol,Individual,Manual,First Owner,5.0,17.0,108.5,1198,170.0,2
550000,41000,Petrol,Individual,Manual,First Owner,5.0,18.6,81.83,1197,114.7,5
120000,30000,Petrol,Individual,Manual,Second Owner,5.0,19.7,46.3,796,62.0,14
320000,30000,Petrol,Individual,Manual,First Owner,5.0,23.95,67.05,998,90.0,5
250000,35000,Petrol,Individual,Manual,First Owner,5.0,16.36,93.7,1495,124.6,9
250000,70000,Petrol,Individual,Manual,First Owner,5.0,18.9,67.1,998,90.0,14
750000,70000,Diesel,Individual,Manual,First Owner,7.0,16.5,70.0,1493,195.0,2
577000,3000,Petrol,Individual,Manual,First Owner,5.0,20.89,81.8,1197,113.0,1
229999,50000,Petrol,Individual,Manual,First Owner,5.0,20.92,67.1,998,90.0,8
840000,1500,Petrol,Individual,Automatic,First Owner,5.0,18.2,88.7,1199,110.0,1
900000,74000,Diesel,Individual,Manual,First Owner,5.0,22.27,108.6,1498,250.0,3
650000,25000,Petrol,Individual,Manual,First Owner,5.0,18.7,88.7,1199,110.0,3
650000,61915,Diesel,Individual,Manual,First Owner,5.0,27.3,98.6,1498,200.0,4
250000,110000,Petrol,Individual,Manual,First Owner,5.0,21.1,55.2,814,74.5,4
550000,70000,Diesel,Individual,Manual,First Owner,5.0,20.14,88.0,1498,230.0,4
250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,17.8,75.0,1248,190.0,13
350000,110000,Diesel,Individual,Manual,Second Owner,7.0,17.21,100.0,1493,240.0,7
185000,90000,Diesel,Individual,Manual,Second Owner,5.0,25.44,56.3,936,142.5,6
229999,120000,Petrol,Individual,Manual,Third Owner,5.0,15.6,70.0,1196,102.0,10
490000,10000,Petrol,Individual,Manual,First Owner,5.0,20.52,81.8,1197,113.0,1
150000,80000,Petrol,Individual,Manual,Second Owner,5.0,20.36,78.9,1197,111.8,11
600000,184000,Diesel,Individual,Manual,First Owner,7.0,20.77,88.76,1248,200.0,7
60000,70000,Petrol,Individual,Manual,Second Owner,5.0,17.3,60.0,993,78.0,15
335000,33033,Petrol,Dealer,Manual,First Owner,5.0,19.4,86.8,1198,109.0,6
525000,69000,Diesel,Individual,Manual,Second Owner,5.0,22.9,74.0,1248,190.0,7
465000,63063,Petrol,Dealer,Automatic,First Owner,5.0,18.9,82.0,1197,114.0,5
83000,90000,Diesel,Individual,Manual,Second Owner,5.0,25.0,69.0,1396,140.0,8
300000,8000,Petrol,Individual,Manual,First Owner,5.0,21.1,55.2,814,74.5,3
350000,35000,Petrol,Individual,Manual,First Owner,5.0,17.0,80.0,1197,111.79581,8
300000,45000,Petrol,Individual,Manual,First Owner,5.0,17.0,80.0,1197,111.79581,9
250000,30000,Diesel,Individual,Manual,First Owner,5.0,20.4,91.2,1248,209.0,9
114999,59000,Petrol,Individual,Manual,Second Owner,4.0,16.1,37.0,796,59.0,14
700000,6200,Petrol,Individual,Manual,First Owner,7.0,19.34,103.0,1462,138.0,2
250000,120000,Petrol,Individual,Manual,Second Owner,5.0,21.63,67.0,998,90.0,0
350000,70000,Petrol,Individual,Manual,First Owner,5.0,20.51,67.04,998,90.0,4
80000,70000,Petrol,Individual,Manual,First Owner,5.0,14.0,35.0,796,59.820564999999995,22
90000,93000,Petrol,Individual,Manual,Third Owner,5.0,18.0,62.0,995,90.3,13
135000,57000,Petrol,Individual,Manual,First Owner,5.0,19.7,46.3,796,62.0,13
150000,120000,Petrol,Individual,Manual,First Owner,5.0,13.2,94.0,1495,122.583125,15
259000,35000,Diesel,Individual,Manual,First Owner,5.0,23.03,69.0,1396,140.0,8
220000,90000,Diesel,Individual,Manual,First Owner,5.0,23.03,69.0,1396,140.0,8
246000,35000,Diesel,Individual,Manual,Second Owner,5.0,23.03,69.0,1396,140.0,8
240000,120000,Petrol,Individual,Manual,First Owner,5.0,17.5,85.8,1298,114.0,11
946000,60000,Diesel,Individual,Manual,First Owner,5.0,22.1,88.7,1396,219.7,2
215000,70000,Diesel,Individual,Manual,First Owner,5.0,23.03,69.0,1396,140.0,9
50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,17.3,60.0,993,78.0,21
310000,100000,Diesel,Individual,Manual,First Owner,5.0,25.8,98.6,1498,200.0,7
220000,35000,Petrol,Individual,Manual,First Owner,5.0,20.36,78.9,1197,111.7,12
195000,90000,Diesel,Individual,Manual,Third Owner,5.0,17.8,75.0,1248,190.0,12
650000,50000,Petrol,Individual,Manual,First Owner,5.0,17.19,81.86,1197,114.73,5
350000,98000,Petrol,Individual,Manual,First Owner,5.0,18.5,80.0,1197,111.79581,9
360000,30000,Petrol,Individual,Manual,First Owner,5.0,18.5,82.85,1197,113.7,7
550000,50000,Petrol,Individual,Manual,Second Owner,5.0,16.3,147.5,1797,177.5,7
490000,26000,Petrol,Individual,Manual,First Owner,5.0,18.9,82.0,1197,114.0,4
195000,46000,Petrol,Individual,Manual,Second Owner,5.0,19.7,46.3,796,62.0,9
125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,19.7,46.3,796,62.0,10
459999,10000,Petrol,Individual,Manual,First Owner,5.0,23.84,84.0,1199,114.0,1
275000,16700,Petrol,Individual,Manual,First Owner,5.0,22.74,47.3,796,69.0,5
680000,70000,Diesel,Individual,Manual,First Owner,5.0,28.4,74.02,1248,190.0,2
600000,7967,Petrol,Individual,Manual,First Owner,5.0,20.85,83.14,1197,115.0,5
720000,20000,Petrol,Individual,Manual,First Owner,5.0,22.0,81.8,1197,113.0,2
356000,9656,Petrol,Individual,Manual,First Owner,5.0,25.17,53.3,799,72.0,4
225000,50000,Petrol,Individual,Manual,First Owner,5.0,19.81,68.05,1086,99.04,9
725000,17000,Diesel,Individual,Manual,First Owner,5.0,24.4,98.63,1498,215.0,1
130000,50000,Petrol,Individual,Manual,First Owner,5.0,18.0,62.0,995,90.3,10
300000,10000,Petrol,Individual,Manual,First Owner,5.0,25.17,53.3,799,72.0,5
400000,43000,Petrol,Individual,Manual,Second Owner,5.0,18.5,82.85,1197,113.7,7
550000,50000,Diesel,Individual,Manual,First Owner,5.0,23.5,88.7,1396,219.9,7
120000,90000,Petrol,Individual,Manual,Second Owner,5.0,18.9,67.0,998,90.0,14
610000,5000,Petrol,Individual,Manual,First Owner,5.0,21.21,81.8,1197,113.0,1
515000,68609,Diesel,Dealer,Manual,First Owner,5.0,22.7,89.84,1498,204.0,4
925000,33360,Diesel,Dealer,Manual,First Owner,5.0,22.77,98.59,1498,205.0,2
860000,14317,Petrol,Dealer,Manual,First Owner,5.0,14.23,104.55,1498,142.0,1
225000,87237,Diesel,Dealer,Manual,Second Owner,5.0,20.0,68.05,1399,160.0,8
500000,62960,Diesel,Dealer,Manual,First Owner,5.0,25.83,99.0,1498,215.0,3
600000,26634,Petrol,Dealer,Automatic,First Owner,5.0,21.21,81.8,1197,113.0,3
195000,163720,Diesel,Dealer,Manual,First Owner,5.0,18.5,68.0,1399,160.0,8
265000,67998,Petrol,Dealer,Manual,First Owner,5.0,18.9,67.1,998,90.0,8
650000,20706,Diesel,Dealer,Manual,First Owner,5.0,23.8,98.63,1499,215.0,2
415000,100581,Diesel,Dealer,Manual,First Owner,5.0,25.83,99.0,1498,215.0,5
600000,67303,Diesel,Dealer,Manual,First Owner,5.0,20.45,83.8,1461,200.0,5
340000,79139,Petrol,Dealer,Manual,First Owner,5.0,18.5,85.8,1197,114.0,7
350000,84784,Diesel,Dealer,Manual,First Owner,5.0,24.0,70.0,1120,160.0,6
265000,130376,Diesel,Dealer,Manual,Second Owner,5.0,23.2,73.94,1248,190.0,8
245000,127000,Diesel,Individual,Manual,Second Owner,5.0,16.8,110.0,1493,235.3596,12
395000,120000,Diesel,Individual,Manual,First Owner,5.0,25.2,74.0,1248,190.0,6
490000,100000,Diesel,Individual,Manual,First Owner,5.0,24.4,71.0,1120,180.4,6
955000,40000,Diesel,Individual,Manual,First Owner,7.0,24.52,88.5,1248,200.0,2
525000,110000,Diesel,Individual,Manual,First Owner,5.0,23.4,74.0,1248,190.0,7
550000,30000,Petrol,Individual,Manual,First Owner,5.0,20.3,84.0,1199,114.0,3
200000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.1,70.0,1405,135.4,6
500000,15000,Petrol,Individual,Manual,First Owner,5.0,18.16,86.8,1196,112.0,3
825000,33500,Diesel,Individual,Manual,First Owner,5.0,23.65,88.5,1248,200.0,4
250000,70000,Diesel,Individual,Manual,First Owner,7.0,17.21,100.0,1493,240.0,8
600000,10000,Petrol,Individual,Manual,First Owner,5.0,18.16,78.8,1197,104.0,5
770000,50000,Diesel,Individual,Manual,First Owner,7.0,18.49,100.0,1493,240.0,4
415000,78432,Diesel,Individual,Manual,First Owner,5.0,16.52,123.7,1991,305.0,9
530000,80000,Diesel,Individual,Manual,First Owner,5.0,26.1,99.23,1498,215.0,2
310000,50000,Petrol,Individual,Manual,Second Owner,5.0,19.4,86.8,1198,109.0,8
390000,20000,Petrol,Individual,Manual,First Owner,5.0,23.84,84.0,1199,114.0,3
700000,30000,Petrol,Individual,Manual,First Owner,5.0,15.29,121.3,1591,151.0,4
200000,70000,Petrol,Individual,Manual,Second Owner,5.0,19.81,68.05,1086,99.04,10
580000,97000,Diesel,Individual,Manual,First Owner,5.0,26.0,98.6,1498,200.0,6
200000,60000,Petrol,Individual,Manual,Second Owner,5.0,21.1,55.2,814,74.5,6
245000,25000,Petrol,Individual,Manual,First Owner,5.0,18.2,84.8,1199,113.0,7
210000,94000,Petrol,Individual,Manual,Second Owner,5.0,20.36,78.9,1197,111.8,10
50000,90000,Petrol,Individual,Manual,Second Owner,5.0,15.4,94.0,1590,130.0,15
660000,35000,Diesel,Individual,Manual,First Owner,5.0,22.95,74.0,1248,190.0,1
630000,117500,Petrol,Individual,Manual,Second Owner,5.0,17.4,117.3,1497,145.0,5
740000,8000,Petrol,Individual,Manual,First Owner,5.0,18.6,81.83,1197,114.7,2
570000,25000,Petrol,Individual,Manual,First Owner,5.0,18.12,86.8,1196,112.0,3
450000,60000,Diesel,Individual,Manual,Third Owner,5.0,22.32,126.32,1582,259.8,8
390000,10000,Petrol,Individual,Manual,First Owner,5.0,22.5,67.0,999,91.0,1
130000,60000,Petrol,Individual,Manual,First Owner,4.0,25.4,37.48,624,51.0,5
270000,70000,Petrol,Individual,Manual,Second Owner,5.0,17.7,78.0,1497,124.54445499999999,14
60000,25000,Petrol,Individual,Manual,Third Owner,4.0,16.1,37.0,796,59.0,23
170000,90000,Petrol,Individual,Manual,Third Owner,5.0,13.9,103.2,1599,146.11908499999998,14
978999,90000,Diesel,Individual,Manual,First Owner,5.0,19.67,126.2,1582,259.9,5
490000,25000,Petrol,Individual,Manual,First Owner,5.0,23.84,84.0,1199,114.0,2
280000,60000,Diesel,Individual,Manual,Second Owner,5.0,23.5,88.7,1498,204.0,8
390000,25000,Petrol,Individual,Manual,First Owner,5.0,23.84,84.0,1199,114.0,2
170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,22.74,47.3,796,69.0,7
45000,70000,Petrol,Individual,Manual,First Owner,5.0,18.0,62.0,995,90.3,12
640000,80000,Diesel,Individual,Manual,Second Owner,7.0,24.52,88.5,1248,200.0,4
90000,110000,Diesel,Individual,Manual,Second Owner,5.0,17.7,68.0,1399,156.9064,12
630000,4000,Petrol,Individual,Manual,First Owner,5.0,21.21,81.8,1197,113.0,1
250000,50000,Petrol,Individual,Manual,First Owner,5.0,20.36,78.9,1197,111.8,9
330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.9,82.0,1197,114.0,4
180000,70000,Petrol,Individual,Manual,Second Owner,5.0,20.36,78.9,1197,111.7,11
210000,50000,Petrol,Individual,Manual,Second Owner,5.0,18.5,80.0,1197,111.79581,10
550000,55000,Diesel,Individual,Manual,First Owner,5.0,26.59,74.0,1248,190.0,4
950000,5000,Petrol,Individual,Automatic,First Owner,5.0,17.0,108.5,1198,170.0,0
348000,23000,Petrol,Individual,Manual,Second Owner,5.0,20.36,78.9,1197,111.8,6
196000,60000,Petrol,Individual,Manual,Second Owner,5.0,22.74,47.3,796,69.0,6
150000,70000,Petrol,Individual,Manual,Second Owner,5.0,18.9,67.0,1061,84.0,10
150000,60000,Petrol,Individual,Manual,Second Owner,5.0,18.9,67.0,1061,84.0,11
600000,90000,Diesel,Individual,Manual,Third Owner,7.0,20.77,88.76,1248,200.0,5
65000,26432,Petrol,Dealer,Manual,First Owner,4.0,25.4,37.48,624,51.0,10
220000,46702,Petrol,Dealer,Manual,First Owner,8.0,16.8,34.2,796,59.0,4
220000,46706,Petrol,Dealer,Manual,First Owner,8.0,16.8,34.2,796,59.0,4
110000,53523,Petrol,Dealer,Manual,First Owner,5.0,16.84,64.4,1193,99.8,14
175000,56365,Diesel,Dealer,Manual,First Owner,5.0,25.44,56.3,936,142.5,8
160000,49563,Petrol,Dealer,Manual,First Owner,5.0,16.2,62.1,995,90.3,9
65000,56432,Petrol,Dealer,Manual,First Owner,4.0,16.1,37.0,796,59.0,16
60000,52365,Petrol,Dealer,Manual,Second Owner,4.0,16.1,37.0,796,59.0,18
120000,53512,Petrol,Dealer,Manual,Second Owner,5.0,19.7,46.3,796,62.0,13
220000,46533,Petrol,Dealer,Manual,First Owner,5.0,18.9,67.1,998,90.0,10
114999,58632,Petrol,Dealer,Manual,Second Owner,5.0,14.0,35.0,796,59.820564999999995,12
750000,70000,Diesel,Individual,Manual,First Owner,7.0,24.52,88.5,1248,200.0,4
265000,90000,Petrol,Individual,Manual,First Owner,5.0,23.01,67.0,999,91.0,3
450000,110000,Petrol,Individual,Manual,Second Owner,5.0,14.09,99.6,1596,146.0,6
225000,90000,Diesel,Individual,Manual,First Owner,7.0,17.21,100.0,1493,240.0,7
270000,80000,Petrol,Individual,Manual,First Owner,5.0,16.6,85.0,1197,113.0,11
130000,78000,Petrol,Individual,Manual,First Owner,5.0,19.7,46.3,796,62.0,13
660000,45000,Diesel,Individual,Manual,First Owner,7.0,16.5,70.0,1493,195.0,3
240000,50000,Petrol,Individual,Manual,Second Owner,5.0,23.95,67.05,998,90.0,5
275000,58000,Petrol,Individual,Manual,First Owner,5.0,24.7,47.3,796,69.0,3
65000,30000,Petrol,Individual,Manual,Second Owner,5.0,14.7,76.0,1150,109.83447999999999,13
300000,50000,CNG,Individual,Manual,Second Owner,5.0,26.6,58.16,998,77.0,4
555000,25000,Petrol,Individual,Manual,Second Owner,5.0,18.6,81.83,1197,114.7,2
825000,60000,Diesel,Individual,Manual,First Owner,7.0,15.4,120.0,1997,280.0,5
150000,70000,LPG,Individual,Manual,Third Owner,5.0,13.45,62.1,1086,96.1,10
185000,138000,Diesel,Individual,Manual,Second Owner,5.0,19.3,73.9,1248,190.0,11
180000,70000,Petrol,Individual,Manual,Second Owner,5.0,20.36,78.9,1197,111.7,10
160000,48000,Petrol,Individual,Manual,Second Owner,5.0,19.7,46.3,796,62.0,10
375000,88000,Diesel,Individual,Manual,Second Owner,5.0,25.2,74.0,1248,190.0,6
459999,70000,Petrol,Individual,Manual,First Owner,5.0,18.9,82.0,1197,114.0,3
480000,80000,Diesel,Individual,Manual,First Owner,5.0,20.45,83.8,1461,200.0,6
320000,100000,Diesel,Individual,Manual,Third Owner,5.0,22.9,74.0,1248,190.0,7
370000,96000,Diesel,Individual,Manual,Second Owner,5.0,22.9,74.0,1248,190.0,7
75000,30000,Petrol,Individual,Manual,Third Owner,5.0,17.3,60.0,993,78.0,18
400000,60000,Diesel,Individual,Manual,Third Owner,5.0,23.2,73.94,1248,190.0,4
425000,65000,Diesel,Individual,Manual,First Owner,5.0,25.2,74.0,1248,190.0,6
325000,48000,Petrol,Individual,Manual,First Owner,5.0,23.1,67.04,998,90.0,6
350000,65300,Petrol,Individual,Manual,Second Owner,5.0,18.9,82.0,1197,114.0,4
600000,40000,Petrol,Individual,Manual,First Owner,5.0,18.6,81.83,1197,114.7,2
120000,60000,Diesel,Individual,Manual,Second Owner,5.0,25.44,57.6,936,150.0,8
200000,70000,Petrol,Individual,Manual,Second Owner,5.0,20.92,67.1,998,90.0,8
100000,70000,Petrol,Individual,Manual,Third Owner,5.0,19.7,46.3,796,62.0,12
350000,70000,Diesel,Individual,Manual,Second Owner,5.0,24.0,70.0,1120,160.0,6
85000,150000,Petrol,Individual,Manual,Second Owner,5.0,19.7,46.3,796,62.0,14
399000,10000,Petrol,Individual,Manual,First Owner,5.0,23.95,67.05,998,90.0,1
580000,56000,Diesel,Individual,Manual,First Owner,5.0,22.32,126.3,1582,259.9,6
290000,30000,Petrol,Individual,Manual,First Owner,5.0,22.7,53.64,799,72.0,3
380000,50000,Petrol,Individual,Manual,Second Owner,5.0,18.9,82.0,1197,114.0,6
200000,120000,Diesel,Individual,Manual,First Owner,5.0,20.0,68.0,1399,160.0,10
390000,40000,CNG,Individual,Manual,First Owner,5.0,26.6,58.16,998,77.0,2
500000,27500,Petrol,Individual,Manual,First Owner,5.0,18.9,81.86,1197,113.75,3
520000,73000,Diesel,Individual,Manual,First Owner,7.0,20.77,88.76,1248,200.0,8
650000,75000,Diesel,Individual,Manual,First Owner,5.0,26.59,74.0,1248,190.0,3
380000,5000,Petrol,Individual,Manual,First Owner,5.0,23.01,67.0,999,91.0,2
275000,50000,LPG,Individual,Manual,First Owner,5.0,26.2,58.2,998,77.0,10
520000,70000,Diesel,Individual,Manual,First Owner,5.0,26.59,74.0,1248,190.0,5
610000,60000,Diesel,Individual,Manual,First Owner,5.0,26.59,74.0,1248,190.0,5
85000,110000,Petrol,Individual,Manual,First Owner,5.0,18.9,67.1,998,90.0,16
490000,95000,Diesel,Individual,Manual,First Owner,5.0,20.46,83.8,1461,200.0,7
229999,34000,Petrol,Individual,Manual,Second Owner,5.0,21.1,55.2,814,74.5,5
411000,25000,Petrol,Individual,Manual,First Owner,5.0,18.9,82.0,1197,114.0,5
362000,120000,CNG,Individual,Manual,Second Owner,5.0,21.94,61.7,1196,85.0,1
550000,31000,Diesel,Individual,Manual,First Owner,5.0,23.59,67.06,1364,170.0,6
459999,70000,CNG,Individual,Manual,First Owner,5.0,26.6,58.16,998,77.0,2
190000,47000,Petrol,Individual,Manual,First Owner,5.0,18.5,85.8,1197,114.0,9
499000,5000,Petrol,Individual,Automatic,First Owner,5.0,20.3,68.0,1086,99.0,1
358000,44000,Petrol,Individual,Manual,First Owner,7.0,15.37,73.0,1196,101.0,2
278000,120000,Diesel,Individual,Manual,Second Owner,5.0,23.59,67.1,1364,170.0,8
320000,39395,Diesel,Individual,Manual,First Owner,5.0,21.2,75.0,1248,197.0,6
580000,67000,Diesel,Individual,Manual,Second Owner,5.0,20.4,108.5,1461,240.0,7
1300000,20000,Petrol,Individual,Automatic,First Owner,5.0,17.4,117.6,1497,145.0,1
825000,40000,Diesel,Individual,Manual,First Owner,5.0,25.8,98.6,1498,200.0,2
170000,120000,Petrol,Individual,Manual,Second Owner,5.0,13.4,125.0,1794,157.887065,16
490000,7000,Petrol,Individual,Manual,First Owner,5.0,20.3,68.0,1086,99.0,2
210000,50000,Petrol,Individual,Manual,First Owner,5.0,18.6,76.8,1199,106.5,4
320000,120000,Diesel,Individual,Manual,Second Owner,5.0,22.9,74.0,1248,190.0,8
400000,64000,Diesel,Individual,Manual,First Owner,5.0,16.52,123.7,1991,305.0,8
320000,120000,Diesel,Individual,Manual,First Owner,5.0,23.2,73.94,1248,190.0,7
600000,85000,Diesel,Individual,Manual,First Owner,5.0,21.43,87.2,1364,205.0,8
275000,50000,Petrol,Individual,Manual,First Owner,5.0,20.92,67.1,998,90.0,8
170000,59000,Petrol,Individual,Manual,Second Owner,5.0,19.7,46.3,796,62.0,11
155000,98000,Diesel,Individual,Manual,First Owner,5.0,25.44,57.6,936,150.0,8
620000,140000,Diesel,Individual,Manual,Second Owner,5.0,20.45,83.8,1461,200.0,5
530000,50000,Petrol,Individual,Manual,First Owner,5.0,18.9,81.86,1197,113.75,3
550000,40000,Diesel,Individual,Manual,First Owner,5.0,23.59,67.04,1364,170.0,5
600000,90000,Diesel,Individual,Manual,First Owner,5.0,26.0,98.6,1498,200.0,6
625000,90000,Diesel,Individual,Manual,First Owner,5.0,26.0,98.6,1498,200.0,6
125000,70000,Petrol,Individual,Manual,First Owner,5.0,16.0,63.0,995,90.3,10
285000,155000,Petrol,Individual,Manual,Second Owner,5.0,15.5,103.3,1586,145.0,10
426000,110000,Petrol,Individual,Manual,First Owner,6.0,18.15,82.0,1198,115.0,4
180000,120000,Diesel,Individual,Manual,First Owner,5.0,17.0,71.0,1405,135.0,10
400000,100000,Diesel,Individual,Manual,Second Owner,5.0,22.32,126.32,1582,259.8,9
120000,40000,Petrol,Individual,Manual,Second Owner,5.0,18.6,79.4,1199,108.0,10
300000,110000,Diesel,Individual,Manual,Second Owner,5.0,21.12,88.8,1248,200.0,8
190000,92500,Petrol,Individual,Manual,Second Owner,5.0,20.92,67.1,998,90.0,9
310000,20000,Petrol,Individual,Manual,First Owner,5.0,24.7,47.3,796,69.0,3
380000,15000,Petrol,Individual,Manual,First Owner,5.0,25.17,53.3,799,72.0,1
740000,14000,Diesel,Individual,Manual,First Owner,7.0,16.5,70.0,1493,195.0,1
260000,35000,Petrol,Individual,Manual,First Owner,5.0,22.7,53.64,799,72.0,4
320000,32000,Petrol,Individual,Manual,Second Owner,5.0,23.95,67.05,998,90.0,3
211000,90000,CNG,Individual,Manual,First Owner,5.0,26.6,58.16,998,77.0,7
650000,35000,Petrol,Individual,Manual,First Owner,5.0,22.0,81.8,1197,113.0,2
651000,32500,Diesel,Individual,Manual,Second Owner,5.0,28.4,74.02,1248,190.0,3
380000,14000,Petrol,Individual,Automatic,First Owner,5.0,23.95,67.05,998,90.0,1
160000,70000,Diesel,Individual,Manual,Third Owner,5.0,25.44,56.3,936,142.5,6
1270000,20000,Petrol,Individual,Automatic,First Owner,5.0,17.0,121.3,1591,151.0,1
405000,100000,Diesel,Individual,Manual,First Owner,5.0,25.2,74.0,1248,190.0,5
680000,90000,Diesel,Individual,Manual,First Owner,7.0,16.5,70.0,1493,195.0,3
426999,80000,Petrol,Individual,Manual,First Owner,5.0,19.1,82.0,1197,114.0,6
869999,120000,Diesel,Individual,Manual,First Owner,5.0,22.7,126.2,1582,259.88,5
160000,66444,LPG,Individual,Manual,First Owner,5.0,26.2,58.2,998,77.0,10
700000,86000,Diesel,Individual,Manual,First Owner,5.0,24.3,88.5,1248,200.0,4
300000,90000,Diesel,Individual,Manual,First Owner,5.0,21.64,84.8,1461,200.0,8
